algorithm,metric,feature_name,feature_value,shapley_value
inductive,precision,saq1,17479,-0.04210806163407241
inductive,precision,nusa,211,0.2754113740728314
inductive,precision,svo,154,0.4523057172978849
inductive,precision,tlkh,-097,0.2722829086292837
inductive,precision,aq1,4835,0.06307900478142035
inductive,precision,svo,154,0.43999081333179135
inductive,precision,tlv,2776,0.3993692062770324
inductive,precision,nusa,211,0.16472865246416266
inductive,precision,svo,154,0.4266555156838146
inductive,precision,tlv,2776,0.31105485624226675
inductive,precision,aq1,4835,0.026560659439984508
inductive,precision,svo,154,0.6476187093421238
inductive,precision,tlv,1943,0.2282596556081357
inductive,precision,aq1,4835,0.14526796426036928
inductive,precision,svo,355,0.6563932762195283
inductive,precision,saq1,10,0.10077778391034657
inductive,precision,nusa,211,0.18139646715613833
inductive,precision,svo,355,0.5094467925990932
inductive,precision,saq1,17479,-0.059635765850445215
inductive,precision,aq1,4835,0.1363164341769155
inductive,precision,svo,355,0.5052055441161322
inductive,precision,saq1,3576,0.2609170460971964
inductive,precision,ekbr3,097,0.3786276923908263
inductive,precision,svo,758,0.45761612827330783
inductive,precision,saq1,3576,0.16375617933586586
inductive,precision,nusa,211,0.2924569538020998
inductive,precision,svo,355,0.4403828171594038
inductive,precision,tlkh,-097,0.2671602290384963
inductive,precision,aq1,4835,0.044666623404266935
inductive,precision,svo,355,0.40467309519995487
inductive,precision,saq1,10527,0.45309930578602226
inductive,precision,aq1,4835,0.21089391476425376
inductive,precision,svo,355,0.535119540424659
inductive,precision,saq1,17479,0.1564255692013313
inductive,precision,nusa,211,0.1851846185620635
inductive,precision,svo,355,0.4033424090088113
inductive,precision,tlkh,437,0.08095489421492345
inductive,precision,aq1,4835,0.08312346309326275
inductive,precision,svo,355,0.44396132884660816
inductive,precision,saq1,2443,0.3753542324503732
inductive,precision,ekbr3,097,0.3421003267850678
inductive,precision,svo,758,0.40842107957902646
inductive,precision,saq1,2443,0.24947859363590577
inductive,precision,aq1,4835,0.09161401291260264
inductive,precision,svo,355,0.4154575433329717
inductive,precision,saq1,27906,0.39536746814466966
inductive,precision,aq1,4835,0.10506145671613638
inductive,precision,svo,355,0.25981741779245593
inductive,precision,tlkh,-097,0.266328619396194
inductive,precision,ekbr3,097,0.3598621300696328
inductive,precision,svo,758,0.12562730156543855
inductive,precision,tlkh,-097,0.09458132308190974
inductive,precision,aq1,4835,0.06421237487270261
inductive,precision,svo,355,0.48650456095410477
inductive,precision,tlv,2776,0.4492830641731926
inductive,precision,aq1,4835,0.12560994225489344
inductive,precision,svo,355,0.48702373210446154
inductive,precision,tlv,8327,0.28980535003088903
inductive,precision,nusa,211,0.20692670508124592
inductive,precision,svo,758,0.5000817839103863
inductive,precision,saq1,17479,-0.07580099508684583
inductive,precision,aq1,4835,0.029960769713831298
inductive,precision,svo,355,0.644218599068277
inductive,precision,tlv,1943,0.2282596556081357
inductive,precision,nusa,211,0.3102923812505521
inductive,precision,svo,758,0.42332299799404155
inductive,precision,tlkh,-097,0.24330018932544037
inductive,precision,nusa,211,0.1851846185620635
inductive,precision,svo,758,0.40674251928265814
inductive,precision,tlkh,437,0.07755478394107666
inductive,precision,nusa,211,0.16472865246416266
inductive,precision,svo,758,0.46389378777370965
inductive,precision,tlv,2776,0.34829312833216175
inductive,precision,nusa,211,0.24220267197293213
inductive,precision,svo,959,0.4082091355374775
inductive,precision,saq1,17479,-0.019204313605623257
inductive,precision,nusa,211,0.2048020853287148
inductive,precision,svo,959,0.2289794436952707
inductive,precision,tlkh,-097,0.19742596488080086
inductive,precision,ekbr3,097,0.48521999969221374
inductive,precision,svo,959,0.32300918078370633
inductive,precision,tlv,11103,0.1747206669850899
inductive,precision,svo,1563,0.2624152263535931
inductive,precision,tlkh,-097,0.11991298590457056
inductive,precision,tlv,2776,0.24887928164662268
inductive,precision,svo,1563,0.07843902853041392
inductive,precision,tlkh,-097,0.295788382223513
inductive,precision,tlv,11103,0.25698008315085935
inductive,precision,ekbr3,097,0.4907445734220002
inductive,precision,svo,1161,0.46471844881793417
inductive,precision,saq1,10,0.027486825221075577
inductive,precision,aq1,4835,0.05745748380147164
inductive,precision,svo,758,0.478527191819413
inductive,precision,saq1,3576,0.3664543487693594
inductive,precision,aq1,4835,-0.0029207117782448777
inductive,precision,svo,758,0.36235893530676977
inductive,precision,saq1,10527,0.5430008008617192
inductive,precision,aq1,4835,0.09967501735535027
inductive,precision,svo,758,0.38900539640194093
inductive,precision,saq1,17479,0.1425270801474952
inductive,precision,aq1,4835,0.03451809773850636
inductive,precision,svo,758,0.4021561840395453
inductive,precision,saq1,2443,0.4657647426121924
inductive,precision,aq1,4835,0.016616851155044892
inductive,precision,svo,758,0.38684829672730964
inductive,precision,saq1,27906,0.49897387650788955
inductive,precision,aq1,4835,0.08425306946905214
inductive,precision,svo,758,0.20411378393155707
inductive,precision,tlkh,-097,0.34284064050417723
inductive,precision,aq1,4835,-0.006951765026085928
inductive,precision,svo,758,0.40719831561418013
inductive,precision,tlv,2776,0.5021924738021498
inductive,precision,ekbr3,097,0.36487165444338404
inductive,precision,svo,1161,0.42980012836810405
inductive,precision,tlv,11103,0.18827806464952201
inductive,precision,aq1,4835,-0.018644595640925105
inductive,precision,svo,758,0.6024134542612142
inductive,precision,tlv,1943,0.3186701657699549
inductive,precision,svo,1563,0.21044982128676057
inductive,precision,tlkh,437,0.20945369999407745
inductive,precision,tlv,11103,0.24957840050496036
inductive,precision,aq1,4835,0.17943857507095973
inductive,precision,svo,959,0.20760498424986987
inductive,precision,saq1,10527,0.5153954650694144
inductive,precision,aq1,4835,0.14205788911021525
inductive,precision,svo,959,0.30423965289221094
inductive,precision,saq1,17479,0.18490995190236023
inductive,precision,aq1,4835,0.19983180485844257
inductive,precision,svo,959,0.25592502284727964
inductive,precision,saq1,2443,0.4466821966845218
inductive,precision,aq1,4835,0.10856562784243029
inductive,precision,svo,959,0.14168383550859057
inductive,precision,saq1,27906,0.3809580305537656
inductive,precision,aq1,10,0.19997992630245362
inductive,precision,nusa,433,0.2763621867535983
inductive,precision,tlv,2776,0.4260969113341921
inductive,precision,aq1,4835,0.10110570329880951
inductive,precision,svo,959,0.1321131593843809
inductive,precision,tlkh,-097,0.39798863122159595
inductive,precision,ekbr3,097,0.3600121859001936
inductive,precision,svo,1362,0.13467794919407278
inductive,precision,tlkh,-097,0.13651735881051996
inductive,precision,ekbr3,097,0.30760419347292783
inductive,precision,svo,1362,0.43807900865556587
inductive,precision,tlv,11103,0.1955272676923304
inductive,precision,aq1,4835,0.1466691114790111
inductive,precision,svo,959,0.4561822930689487
inductive,precision,tlv,1943,0.29958761984228427
inductive,precision,ekbr3,097,0.31239150226100015
inductive,precision,svo,1765,0.4602193650156347
inductive,precision,tlv,11103,0.2003145764804027
inductive,precision,aq1,4835,0.15846066875089002
inductive,precision,svo,1563,0.15301899372294872
inductive,precision,tlkh,-097,0.3197278314309477
inductive,precision,aq1,4835,0.16793915810002435
inductive,precision,svo,1563,0.25126944248922856
inductive,precision,tlkh,437,0.25027332119654544
inductive,precision,aq1,4835,0.14831608228979107
inductive,precision,svo,1563,0.3155734013885521
inductive,precision,tlv,2776,0.43854954071190083
inductive,precision,ekbr3,097,0.5170429731951859
inductive,precision,saq1,10,-0.07655512391187479
inductive,precision,tlkh,437,0.22899407250248718
inductive,precision,aq1,4835,0.03811615261920342
inductive,precision,svo,1765,0.5486319549520026
inductive,precision,saq1,17479,0.3156909168190381
inductive,precision,aq1,4835,0.06323525758443825
inductive,precision,svo,1765,0.2078540508131234
inductive,precision,tlkh,-097,0.3601181855072247
inductive,precision,ekbr3,097,0.4081727363292638
inductive,precision,saq1,3576,0.11572615880353349
inductive,precision,tlkh,-097,0.3785401292574467
inductive,precision,aq1,4835,0.27954389923460204
inductive,precision,svo,1765,0.3371802870694256
inductive,precision,tlv,8327,0.2857148380862164
inductive,precision,ekbr3,097,0.43315777332897804
inductive,precision,saq1,3576,0.05403084602325218
inductive,precision,tlkh,437,0.1822933024335681
inductive,precision,ekbr3,097,0.36970740674126423
inductive,precision,saq1,3576,0.12351722015112115
inductive,precision,tlv,2776,0.36872827985232665
inductive,precision,aq1,4835,0.23744989088627336
inductive,precision,saq1,10,-0.033959935066158776
inductive,precision,tlv,2776,0.4844340604621106
inductive,precision,ekbr3,097,0.3099218448254912
inductive,precision,saq1,10527,0.3516191055591939
inductive,precision,tlv,2776,0.29518238810063174
inductive,precision,aq1,4835,0.19004768664256347
inductive,precision,saq1,3576,0.19816974726062161
inductive,precision,tlkh,437,0.28126448788261327
inductive,precision,aq1,4835,0.13685899881975494
inductive,precision,saq1,3576,0.27089414282825364
inductive,precision,tlv,2776,0.47796114406627704
inductive,precision,aq1,4835,0.13015426726906187
inductive,precision,saq1,3576,0.3214748232711763
inductive,precision,tlv,1943,0.14980437782997058
inductive,precision,aq1,4835,0.054294941529850316
inductive,precision,saq1,10527,0.4762175328621949
inductive,precision,tlv,2776,0.39056982549521524
inductive,precision,ekbr3,097,0.3771645548244466
inductive,precision,saq1,2443,0.06307321581037394
inductive,precision,tlkh,-097,0.19096972326996578
inductive,precision,ekbr3,097,0.46242099769623946
inductive,precision,saq1,2443,0.27061806403968597
inductive,precision,tlkh,437,0.26396305745568055
inductive,precision,svo,1765,0.2290532610300381
inductive,precision,tlkh,-097,0.14462038548089115
inductive,precision,tlv,11103,0.2575338473938571
inductive,precision,svo,1765,0.34500953004344637
inductive,precision,tlkh,-097,0.0828688222043923
inductive,precision,tlv,13878,0.20332914165694768
inductive,precision,ekbr3,097,0.36710713236277326
inductive,precision,saq1,2443,0.2538766778075878
inductive,precision,tlv,2776,0.3641702745144719
inductive,precision,aq1,10,0.3008130081300813
inductive,precision,ekbr3,049,0.3008130081300813
inductive,precision,svo,154,0.3008130081300813
inductive,precision,aq1,4835,0.21408340524406677
inductive,precision,saq1,17479,0.09186701600211715
inductive,precision,tlkh,-097,0.47707218882918295
inductive,precision,svo,1765,0.25077420219014956
inductive,precision,tlkh,437,0.3152433545416422
inductive,precision,tlv,8327,0.10346436505400657
inductive,precision,ekbr3,049,0.4047057219510705
inductive,precision,svo,154,0.3559252341461925
inductive,precision,saq1,2443,0.23936904390273706
inductive,precision,aq1,4835,0.2816244313649247
inductive,precision,saq1,2443,0.32162863531755126
inductive,precision,tlkh,-097,0.39674693331752414
inductive,precision,ekbr3,097,0.5684863277401827
inductive,precision,tlkh,-097,0.21301607579127949
inductive,precision,tlv,2776,0.19541316503857178
inductive,precision,aq1,4835,0.1237254914173489
inductive,precision,saq1,2443,0.3191715456845793
inductive,precision,tlkh,437,0.22658488468387017
inductive,precision,ekbr3,097,0.3648389149129138
inductive,precision,tlkh,-097,0.4282339021184014
inductive,precision,tlv,11103,0.1838427515387188
inductive,precision,aq1,4835,0.10108302289987313
inductive,precision,saq1,2443,0.3680778989433295
inductive,precision,tlv,2776,0.3994634985586521
inductive,precision,aq1,4835,0.1383239628469623
inductive,precision,saq1,2443,0.28779128781426144
inductive,precision,tlv,8327,0.15918000213692374
inductive,precision,aq1,4835,0.0966433018195584
inductive,precision,saq1,27906,0.35697115108744093
inductive,precision,tlkh,437,0.215867468878799
inductive,precision,ekbr3,097,0.36307417796082425
inductive,precision,tlkh,437,0.2081236901805297
inductive,precision,tlv,11103,0.09828405364444433
inductive,precision,aq1,10,0.3333333333333333
inductive,precision,ekbr3,049,0.3367334436071801
inductive,precision,svo,355,0.3299332230594865
inductive,precision,svo,959,0.2278747731430623
inductive,precision,saq1,17479,0.07465092781554128
inductive,precision,tlkh,-097,0.32868179294618277
inductive,precision,aq1,4835,0.2988871884918058
inductive,precision,tlkh,-097,0.3236422671415443
inductive,precision,tlv,2776,0.279909568756894
inductive,precision,ekbr3,049,0.4129353233830846
inductive,precision,svo,758,0.4129353233830846
inductive,precision,saq1,3576,0.17412935323383083
inductive,precision,aq1,4835,0.03644027595768893
inductive,precision,tlkh,437,0.25453469260603884
inductive,precision,tlv,2776,0.3785069532220706
inductive,precision,ekbr3,049,0.3721853967478184
inductive,precision,svo,758,0.3721853967478184
inductive,precision,saq1,2443,0.25562920650436305
inductive,precision,aq1,6413,0.2954355640263771
inductive,precision,ekbr3,00,0.4648277884820898
inductive,precision,nusa,211,0.2397366474915331
inductive,precision,aq1,6413,0.22742626797474405
inductive,precision,ekbr3,00,0.3939504235968047
inductive,precision,nusa,322,0.3786233084284512
inductive,precision,aq1,6413,0.1735367417804149
inductive,precision,ekbr3,00,0.38884138520735356
inductive,precision,svo,154,0.3400608974024755
inductive,precision,aq1,6413,0.17325683652834267
inductive,precision,ekbr3,00,0.48696217132125397
inductive,precision,svo,758,0.33978099215040336
inductive,precision,aq1,6413,0.050133055263760384
inductive,precision,ekbr3,00,0.36383839005667173
inductive,precision,svo,959,0.0895085956212261
inductive,precision,aq1,6413,0.13284391273999901
inductive,precision,ekbr3,00,0.48376432140966646
inductive,precision,svo,1765,0.2858307902405785
inductive,precision,aq1,6413,0.18105876065532286
inductive,precision,ekbr3,00,0.38096075339353846
inductive,precision,saq1,3576,0.10877694612812981
inductive,precision,aq1,6413,0.20688812459944836
inductive,precision,ekbr3,00,0.4178347876252602
inductive,precision,saq1,10527,0.3715309577443316
inductive,precision,aq1,6413,0.23477982078922222
inductive,precision,ekbr3,00,0.48047239304295025
inductive,precision,saq1,2443,0.28474778616782753
inductive,precision,ekbr3,049,0.33441256587876717
inductive,precision,svo,758,0.5626863144525361
inductive,precision,tlv,16654,0.1029011196686966
inductive,precision,ekbr3,146,0.3384423717227845
inductive,precision,nusa,322,0.323115256554431
inductive,precision,svo,154,0.3384423717227845
inductive,precision,aq1,6413,0.17755699413985945
inductive,precision,ekbr3,00,0.4815165206158723
inductive,precision,tlv,2776,0.2804509099129442
inductive,precision,ekbr3,146,0.3418424819966313
inductive,precision,nusa,322,0.323115256554431
inductive,precision,svo,355,0.3350422614489377
inductive,precision,aq1,6413,0.20818063232703285
inductive,precision,ekbr3,00,0.35061836515277073
inductive,precision,tlv,5551,0.07240849642498287
inductive,precision,ekbr3,146,0.34342586480617854
inductive,precision,nusa,322,0.32780447319484246
inductive,precision,svo,1362,0.29870398454823704
inductive,precision,aq1,6413,0.2791754014247511
inductive,precision,ekbr3,049,0.44856762588046384
inductive,precision,nusa,211,0.27225697269478505
inductive,precision,aq1,6413,0.19093027447332314
inductive,precision,ekbr3,049,0.4062349179002618
inductive,precision,svo,355,0.402834807626415
inductive,precision,aq1,6413,0.15699667392671665
inductive,precision,ekbr3,049,0.47070200871962803
inductive,precision,svo,758,0.37230131735365535
inductive,precision,aq1,6413,0.07644871031651045
inductive,precision,ekbr3,049,0.3901540451094217
inductive,precision,svo,959,0.16460473847885412
inductive,precision,aq1,6413,0.14531599739672715
inductive,precision,ekbr3,049,0.5601001325479587
inductive,precision,svo,1563,0.19702289444555818
inductive,precision,aq1,6413,0.11658375013837302
inductive,precision,ekbr3,049,0.4675041588080406
inductive,precision,svo,1765,0.3183511154438305
inductive,precision,aq1,6413,0.11929378403178477
inductive,precision,ekbr3,049,0.3191957767700004
inductive,precision,saq1,3576,0.09579245730946971
inductive,precision,aq1,6413,0.29356045543582193
inductive,precision,ekbr3,049,0.4600846110578827
inductive,precision,saq1,7052,0.24635493350629542
inductive,precision,aq1,6413,0.1918766720081423
inductive,precision,ekbr3,049,0.4028233350339541
inductive,precision,saq1,10527,0.40529999295790353
inductive,precision,aq1,6413,0.21851965818759625
inductive,precision,ekbr3,049,0.46421223044132426
inductive,precision,saq1,2443,0.31726811137107946
inductive,precision,aq1,6413,0.09566265043349631
inductive,precision,ekbr3,049,0.4274458451626579
inductive,precision,tlkh,437,0.14637342618964422
inductive,precision,ekbr3,049,0.5374991038677547
inductive,precision,svo,959,0.2259542355555529
inductive,precision,saq1,2443,0.23654666057669246
inductive,precision,aq1,6413,0.14893503144542286
inductive,precision,ekbr3,049,0.4528945579214357
inductive,precision,tlv,2776,0.3006094350233855
inductive,precision,aq1,6413,0.2806816406919947
inductive,precision,ekbr3,049,0.42732621771086055
inductive,precision,tlv,13878,0.27718271380963366
inductive,precision,aq1,6413,0.2516855951915042
inductive,precision,ekbr3,097,0.40868557826790647
inductive,precision,nusa,211,0.24476716646153807
inductive,precision,aq1,6413,0.17659408364534038
inductive,precision,ekbr3,097,0.33072599788809065
inductive,precision,nusa,322,0.3765716119039255
inductive,precision,ekbr3,049,0.37504669317368733
inductive,precision,svo,1362,0.3306190893587283
inductive,precision,tlv,11103,0.23554468728840847
inductive,precision,aq1,6413,0.19392765150847768
inductive,precision,ekbr3,097,0.3852978378411229
inductive,precision,svo,154,0.39769007922043337
inductive,precision,aq1,6413,0.17023550687316327
inductive,precision,ekbr3,097,0.36160569320580854
inductive,precision,svo,355,0.3705978243112722
inductive,precision,aq1,6413,0.1363019063265568
inductive,precision,ekbr3,097,0.4260727840251748
inductive,precision,svo,758,0.3400643340385125
inductive,precision,aq1,6413,0.08827426791960256
inductive,precision,ekbr3,097,0.37804514561822056
inductive,precision,svo,959,0.16488808036696326
inductive,precision,aq1,6413,0.12973934934579728
inductive,precision,ekbr3,097,0.45473023851467315
inductive,precision,svo,1765,0.31796943652977355
inductive,precision,ekbr3,049,0.3346362033324852
inductive,precision,svo,1362,0.5184823480912952
inductive,precision,tlv,16654,0.08809191839704361
inductive,precision,aq1,6413,0.29054099625333213
inductive,precision,ekbr3,097,0.41145455310906615
inductive,precision,saq1,3576,0.2004434750278458
inductive,precision,aq1,6413,0.17128210317087303
inductive,precision,ekbr3,097,0.36796345980189465
inductive,precision,saq1,10527,0.3828323591051544
inductive,precision,aq1,6413,0.22608242105387988
inductive,precision,ekbr3,097,0.40545424051364926
inductive,precision,saq1,2443,0.2709023628227149
inductive,precision,aq1,6413,0.14649444184051824
inductive,precision,ekbr3,097,0.24475075400471705
inductive,precision,saq1,27906,0.23996229805955108
inductive,precision,aq1,6413,0.1081572912741453
inductive,precision,ekbr3,097,0.4150024040526781
inductive,precision,tlkh,437,0.1463222264589749
inductive,precision,aq1,6413,0.1507730219733553
inductive,precision,ekbr3,097,0.4457794419678142
inductive,precision,tlv,2776,0.30588656044907453
inductive,precision,aq1,6413,0.24448991551283136
inductive,precision,ekbr3,146,0.3790201249339847
inductive,precision,nusa,211,0.27892898394342797
inductive,precision,aq1,10,0.30856740322599935
inductive,precision,ekbr3,049,0.49296365627360617
inductive,precision,svo,959,0.18141878796140443
inductive,precision,aq1,6413,0.13187007511374824
inductive,precision,ekbr3,146,0.3471747185406869
inductive,precision,svo,154,0.4233942307358089
inductive,precision,aq1,6413,0.1330034452050305
inductive,precision,ekbr3,146,0.34830808863196916
inductive,precision,svo,355,0.42112749055324433
inductive,precision,aq1,6413,0.099069844658424
inductive,precision,ekbr3,146,0.4127751794513354
inductive,precision,svo,758,0.3905940002804847
inductive,precision,aq1,6413,0.10020209815431981
inductive,precision,ekbr3,146,0.4375852287025061
inductive,precision,svo,1765,0.36465169753341814
inductive,precision,aq1,6413,0.34136659571180633
inductive,precision,ekbr3,146,0.387757090625286
inductive,precision,saq1,3576,0.24057328335987735
inductive,precision,aq1,6413,0.16647016794310163
inductive,precision,ekbr3,146,0.3755437659534336
inductive,precision,saq1,10527,0.45423993607250496
inductive,precision,aq1,6413,0.16710769784480348
inductive,precision,ekbr3,146,0.4030279667102817
inductive,precision,saq1,2443,0.33230335983515885
inductive,precision,aq1,12727,0.24638094641223338
inductive,precision,rt5v,023,0.24830440966942827
inductive,precision,svo,154,0.40775366830858245
inductive,precision,aq1,6413,0.18042883910652285
inductive,precision,ekbr3,146,0.3469529947285836
inductive,precision,tlkh,437,0.14210008795069196
inductive,precision,aq1,12727,0.26264110901385934
inductive,precision,rt5v,023,0.21918419474002304
inductive,precision,svo,355,0.4206137206363616
inductive,precision,aq1,6413,0.06262862159761583
inductive,precision,ekbr3,146,0.39417830162661116
inductive,precision,tlv,2776,0.31811269092368305
inductive,precision,aq1,6413,0.27495360446475087
inductive,precision,ekbr3,146,0.290545531936015
inductive,precision,tlv,5551,0.13733566320822727
inductive,precision,ekbr3,049,0.5372615904015078
inductive,precision,svo,1563,0.2084048049162994
inductive,precision,tlv,11103,0.24753338413449918
inductive,precision,aq1,6413,0.19807974582195753
inductive,precision,ekbr3,243,0.3277950415026054
inductive,precision,svo,154,0.37656423706568115
inductive,precision,aq1,6413,0.20147985609580432
inductive,precision,ekbr3,243,0.3277950415026054
inductive,precision,svo,355,0.37316412679183425
inductive,precision,aq1,6413,0.1652795153666333
inductive,precision,ekbr3,243,0.3933955024132539
inductive,precision,svo,758,0.3437640066103569
inductive,precision,aq1,6413,0.24663850981473215
inductive,precision,ekbr3,243,0.3275733176905021
inductive,precision,tlkh,437,0.09527009428056414
inductive,precision,ekbr3,049,0.5242257744701844
inductive,precision,saq1,10,-0.13636248856244343
inductive,precision,tlv,2776,0.5136518656074106
inductive,precision,aq1,6413,0.2849361924159683
inductive,precision,ekbr3,243,0.5127655971054718
inductive,precision,tlv,16654,0.10473723486880389
inductive,precision,aq1,7992,0.008372528555508024
inductive,precision,svo,355,0.2584782474870959
inductive,precision,tlkh,-097,0.3643567178621825
inductive,precision,ekbr3,049,0.47115328728644656
inductive,precision,saq1,3576,0.16631446838140576
inductive,precision,tlkh,-097,0.3625322443321477
inductive,precision,ekbr3,049,0.577972638678082
inductive,precision,saq1,3576,0.17390762942172747
inductive,precision,tlkh,437,0.24811973190019046
inductive,precision,aq1,7992,-0.11683197464996924
inductive,precision,svo,355,0.4975340211015881
inductive,precision,tlv,5551,0.25050544745316744
inductive,precision,aq1,12727,0.18293703442398856
inductive,precision,rt5v,023,0.4332600362869076
inductive,precision,tlv,2776,0.3128270104044398
inductive,precision,ekbr3,049,0.43549186665119843
inductive,precision,saq1,3576,0.1803485735795015
inductive,precision,tlv,2776,0.3555243038797793
inductive,precision,ekbr3,146,0.32351273127215013
inductive,precision,rt5v,023,0.37147903745194605
inductive,precision,saq1,3576,0.25403735748949613
inductive,precision,ekbr3,146,0.28267006691571106
inductive,precision,rt5v,023,0.188702021531745
inductive,precision,tlv,2776,0.4275377232472912
inductive,precision,aq1,10,0.24606758078311597
inductive,precision,ekbr3,049,0.494327560312287
inductive,precision,svo,1765,0.23253030266163477
inductive,precision,aq1,7992,-0.27153182205723714
inductive,precision,svo,758,0.5692483639954086
inductive,precision,saq1,10527,0.3334909519666149
inductive,precision,aq1,7992,0.06861697780676096
inductive,precision,svo,758,0.3920202141152315
inductive,precision,saq1,17479,0.17057030198279388
inductive,precision,aq1,6413,0.24665507622149915
inductive,precision,nusa,211,0.2397366474915331
inductive,precision,svo,154,0.41604730067721185
inductive,precision,aq1,6413,0.2500551864953459
inductive,precision,nusa,211,0.2397366474915331
inductive,precision,svo,355,0.412647190403365
inductive,precision,aq1,6413,0.12344433560435569
inductive,precision,nusa,211,0.2149265982403623
inductive,precision,svo,758,0.29283656006006836
inductive,precision,aq1,6413,0.18004101708557826
inductive,precision,nusa,211,0.2502025651320485
inductive,precision,svo,959,0.20096391168715957
inductive,precision,aq1,6413,0.12457658910025154
inductive,precision,nusa,211,0.2397366474915331
inductive,precision,svo,1765,0.26689425731300176
inductive,precision,aq1,6413,0.3117776145496712
inductive,precision,nusa,211,0.18938492005630744
inductive,precision,saq1,7052,0.15196589569039898
inductive,precision,aq1,6413,0.29477039259006704
inductive,precision,nusa,211,0.2397366474915331
inductive,precision,tlkh,437,0.13497488170419822
inductive,precision,aq1,6413,0.15804019268991085
inductive,precision,nusa,211,0.187806227416447
inductive,precision,tlv,2776,0.2118317577040756
inductive,precision,aq1,6413,0.33800491193388443
inductive,precision,nusa,211,0.2750823354762409
inductive,precision,tlv,11103,0.1751088496864953
inductive,precision,aq1,6413,0.28642926669571095
inductive,precision,nusa,211,0.2765232009816489
inductive,precision,tlv,16654,-0.003963703632416012
inductive,precision,aq1,6413,0.17864578016986607
inductive,precision,nusa,322,0.3786233084284512
inductive,precision,svo,154,0.34516993579192673
inductive,precision,aq1,6413,0.18204589044371286
inductive,precision,nusa,322,0.3786233084284512
inductive,precision,svo,355,0.34176982551807994
inductive,precision,aq1,6413,0.05543503955272261
inductive,precision,nusa,322,0.3538132591772805
inductive,precision,svo,758,0.22195919517478332
inductive,precision,aq1,6413,0.14697780321043766
inductive,precision,nusa,322,0.46903381859027043
inductive,precision,svo,1765,0.2864274025895359
inductive,precision,aq1,6413,0.3488507726650885
inductive,precision,nusa,322,0.4003856509566335
inductive,precision,saq1,7052,0.1532026007685219
inductive,precision,ekbr3,049,0.5016509396279548
inductive,precision,saq1,2443,0.2390396678182041
inductive,precision,tlv,11103,0.23112669090175172
inductive,precision,aq1,6413,0.21643314592295537
inductive,precision,nusa,322,0.3837872837361906
inductive,precision,tlkh,437,0.06926149212665245
inductive,precision,ekbr3,049,0.41868135748002083
inductive,precision,saq1,2443,0.28945971801485104
inductive,precision,tlv,13878,0.18721233794900685
inductive,precision,ekbr3,097,0.35233997624784963
inductive,precision,nusa,433,0.3403034625985803
inductive,precision,saq1,3576,0.2963090979784473
inductive,precision,nusa,433,0.29875318148136215
inductive,precision,rt5v,00,0.35062340925931895
inductive,precision,svo,758,0.35062340925931895
inductive,precision,aq1,7992,0.05578110765920086
inductive,precision,svo,959,0.18815161449116147
inductive,precision,saq1,27906,0.38727477175442404
inductive,precision,aq1,10,0.5325494705744783
inductive,precision,ekbr3,049,0.6485456528698733
inductive,precision,saq1,10,-0.18109512344435166
inductive,precision,nusa,433,0.33402914837304837
inductive,precision,rt5v,00,0.4072200907405416
inductive,precision,svo,959,0.25875076088641014
inductive,precision,aq1,7992,0.04962203021909075
inductive,precision,svo,959,0.17597924415993038
inductive,precision,tlkh,-097,0.4056062195257652
inductive,precision,ekbr3,097,0.2862783572290531
inductive,precision,nusa,433,0.2998570564833963
inductive,precision,saq1,2443,0.3907801548575846
inductive,precision,aq1,7992,0.019952143332358882
inductive,precision,svo,959,0.35252644539794264
inductive,precision,tlkh,437,0.29700333305549675
inductive,precision,ekbr3,146,0.364607701013498
inductive,precision,svo,154,0.3177002782240998
inductive,precision,saq1,10527,0.31394589073144247
inductive,precision,ekbr3,146,0.33311160952123
inductive,precision,svo,154,0.33311160952123
inductive,precision,tlkh,437,0.003258702743338393
inductive,precision,aq1,7992,0.045081622196120184
inductive,precision,svo,959,0.3547029701831694
inductive,precision,tlv,5551,0.2314229015254968
inductive,precision,aq1,10,0.3996019900497512
inductive,precision,ekbr3,049,0.43960199004975126
inductive,precision,saq1,3576,0.1607960199004975
inductive,precision,ekbr3,146,0.3617648241081726
inductive,precision,svo,758,0.5152763219329085
inductive,precision,saq1,3576,0.12295885395891888
inductive,precision,ekbr3,146,0.33333608582056584
inductive,precision,svo,758,0.33520915083604574
inductive,precision,saq1,10527,0.3314547633433884
inductive,precision,ekbr3,146,0.3689279622850685
inductive,precision,svo,758,0.37870026567331844
inductive,precision,saq1,2443,0.25237177204161304
inductive,precision,ekbr3,146,0.34773034378983586
inductive,precision,svo,758,0.5407058765443743
inductive,precision,tlv,5551,0.1115637796657899
inductive,precision,ekbr3,146,0.28606465685856564
inductive,precision,svo,1362,0.29496524865663903
inductive,precision,tlkh,-097,0.050177588389581605
inductive,precision,ekbr3,146,0.33789891830930224
inductive,precision,svo,1362,0.3085041532197143
inductive,precision,tlkh,437,0.02307885025678173
inductive,precision,ekbr3,146,0.3346102494958783
inductive,precision,svo,1362,0.2991063514029901
inductive,precision,tlv,2776,0.30749386892195557
inductive,precision,ekbr3,146,0.34294303500176354
inductive,precision,svo,1362,0.49149096394134295
inductive,precision,tlv,5551,0.10677647087771756
inductive,precision,aq1,10,0.3189119251788655
inductive,precision,ekbr3,049,0.36031134208848653
inductive,precision,saq1,10527,0.3170306027016881
