algorithm,metric,feature_name,feature_value,shapley_value
sm1,pnsize,saq1,10,7.833333333333333
sm1,pnsize,aq1,1678,8.833333333333334
sm1,pnsize,ekbr3,00,-3.1666666666666665
sm1,pnsize,saq1,10527,0.3333333333333333
sm1,pnsize,aq1,1678,7.0
sm1,pnsize,ekbr3,00,-7.0
sm1,pnsize,saq1,2443,6.0
sm1,pnsize,aq1,1678,8.5
sm1,pnsize,ekbr3,00,-4.5
sm1,pnsize,saq1,27906,2.0
sm1,pnsize,aq1,1678,7.166666666666667
sm1,pnsize,ekbr3,00,-4.833333333333333
sm1,pnsize,tlkh,-097,14.666666666666666
sm1,pnsize,aq1,1678,7.833333333333333
sm1,pnsize,ekbr3,00,-0.6666666666666666
sm1,pnsize,tlkh,437,4.833333333333333
sm1,pnsize,nusa,322,6.0
sm1,pnsize,svo,758,5.0
sm1,pnsize,saq1,27906,7.0
sm1,pnsize,nusa,322,2.8333333333333335
sm1,pnsize,svo,758,7.333333333333333
sm1,pnsize,tlkh,437,1.8333333333333333
sm1,pnsize,aq1,10,10.166666666666666
sm1,pnsize,ekbr3,146,5.166666666666667
sm1,pnsize,saq1,10527,8.666666666666666
sm1,pnsize,aq1,1678,9.333333333333334
sm1,pnsize,ekbr3,00,-2.6666666666666665
sm1,pnsize,tlv,2776,4.333333333333333
sm1,pnsize,aq1,1678,8.0
sm1,pnsize,ekbr3,049,-2.5
sm1,pnsize,nusa,211,2.5
sm1,pnsize,nusa,322,2.6666666666666665
sm1,pnsize,svo,758,12.166666666666666
sm1,pnsize,tlv,16654,3.1666666666666665
sm1,pnsize,aq1,1678,8.5
sm1,pnsize,ekbr3,049,-2.0
sm1,pnsize,nusa,433,1.5
sm1,pnsize,aq1,1678,11.833333333333334
sm1,pnsize,ekbr3,049,3.3333333333333335
sm1,pnsize,rt5v,00,4.833333333333333
sm1,pnsize,aq1,1678,8.666666666666666
sm1,pnsize,ekbr3,049,-2.8333333333333335
sm1,pnsize,rt5v,023,4.166666666666667
sm1,pnsize,aq1,1678,10.333333333333334
sm1,pnsize,ekbr3,049,-3.1666666666666665
sm1,pnsize,svo,154,3.8333333333333335
sm1,pnsize,aq1,1678,7.666666666666667
sm1,pnsize,ekbr3,049,0.6666666666666666
sm1,pnsize,svo,355,0.6666666666666666
sm1,pnsize,aq1,1678,8.666666666666666
sm1,pnsize,ekbr3,049,-6.333333333333333
sm1,pnsize,svo,758,6.666666666666667
sm1,pnsize,aq1,1678,13.5
sm1,pnsize,ekbr3,049,-1.5
sm1,pnsize,svo,959,12.0
sm1,pnsize,aq1,1678,11.166666666666666
sm1,pnsize,ekbr3,049,-3.8333333333333335
sm1,pnsize,svo,1765,7.666666666666667
sm1,pnsize,aq1,1678,9.333333333333334
sm1,pnsize,ekbr3,049,-4.166666666666667
sm1,pnsize,saq1,3576,3.8333333333333335
sm1,pnsize,aq1,1678,8.333333333333334
sm1,pnsize,ekbr3,049,-2.1666666666666665
sm1,pnsize,saq1,10527,-0.16666666666666666
sm1,pnsize,rt5v,00,-4.833333333333333
sm1,pnsize,svo,758,5.166666666666667
sm1,pnsize,tlkh,-097,8.666666666666666
sm1,pnsize,aq1,1678,13.5
sm1,pnsize,ekbr3,049,-0.5
sm1,pnsize,saq1,2443,11.0
sm1,pnsize,aq1,10,3.0
sm1,pnsize,ekbr3,00,2.0
sm1,pnsize,svo,154,6.0
sm1,pnsize,aq1,1678,8.333333333333334
sm1,pnsize,ekbr3,049,-7.166666666666667
sm1,pnsize,tlkh,-097,10.833333333333334
sm1,pnsize,aq1,1678,9.0
sm1,pnsize,ekbr3,049,-0.5
sm1,pnsize,tlkh,437,3.5
sm1,pnsize,rt5v,00,2.3333333333333335
sm1,pnsize,svo,758,3.8333333333333335
sm1,pnsize,tlv,2776,2.8333333333333335
sm1,pnsize,rt5v,00,-5.0
sm1,pnsize,svo,959,5.5
sm1,pnsize,tlkh,-097,8.5
sm1,pnsize,aq1,10,2.5
sm1,pnsize,ekbr3,146,4.0
sm1,pnsize,tlkh,-097,17.5
sm1,pnsize,aq1,1678,6.833333333333333
sm1,pnsize,ekbr3,097,-0.6666666666666666
sm1,pnsize,nusa,211,3.8333333333333335
sm1,pnsize,aq1,1678,8.666666666666666
sm1,pnsize,ekbr3,097,-1.3333333333333333
sm1,pnsize,nusa,433,1.6666666666666667
sm1,pnsize,nusa,322,-0.6666666666666666
sm1,pnsize,svo,1362,-0.16666666666666666
sm1,pnsize,saq1,17479,8.833333333333334
sm1,pnsize,ekbr3,049,1.3333333333333333
sm1,pnsize,svo,154,6.833333333333333
sm1,pnsize,tlkh,-097,15.833333333333334
sm1,pnsize,aq1,1678,6.666666666666667
sm1,pnsize,ekbr3,097,1.1666666666666667
sm1,pnsize,rt5v,00,2.1666666666666665
sm1,pnsize,nusa,322,2.8333333333333335
sm1,pnsize,svo,1362,2.3333333333333335
sm1,pnsize,tlkh,437,6.833333333333333
sm1,pnsize,aq1,1678,8.833333333333334
sm1,pnsize,ekbr3,097,-2.6666666666666665
sm1,pnsize,rt5v,023,3.8333333333333335
sm1,pnsize,ekbr3,049,4.166666666666667
sm1,pnsize,svo,355,3.1666666666666665
sm1,pnsize,saq1,10527,1.6666666666666667
sm1,pnsize,aq1,1678,8.833333333333334
sm1,pnsize,ekbr3,097,-3.6666666666666665
sm1,pnsize,svo,154,2.8333333333333335
sm1,pnsize,aq1,1678,7.166666666666667
sm1,pnsize,ekbr3,097,0.6666666666666666
sm1,pnsize,svo,355,0.16666666666666666
sm1,pnsize,aq1,1678,11.5
sm1,pnsize,ekbr3,097,-3.0
sm1,pnsize,svo,758,9.5
sm1,pnsize,aq1,1678,13.333333333333334
sm1,pnsize,ekbr3,097,-1.1666666666666667
sm1,pnsize,svo,959,11.833333333333334
sm1,pnsize,nusa,322,2.6666666666666665
sm1,pnsize,svo,1362,2.1666666666666665
sm1,pnsize,tlv,16654,3.1666666666666665
sm1,pnsize,aq1,1678,9.0
sm1,pnsize,ekbr3,097,-2.5
sm1,pnsize,svo,1765,8.5
sm1,pnsize,aq1,1678,6.333333333333333
sm1,pnsize,ekbr3,097,-4.666666666666667
sm1,pnsize,saq1,10,7.333333333333333
sm1,pnsize,aq1,1678,9.833333333333334
sm1,pnsize,ekbr3,097,-2.1666666666666665
sm1,pnsize,saq1,3576,5.333333333333333
sm1,pnsize,aq1,1678,10.166666666666666
sm1,pnsize,ekbr3,097,-0.8333333333333334
sm1,pnsize,saq1,10527,0.6666666666666666
sm1,pnsize,aq1,1678,12.166666666666666
sm1,pnsize,ekbr3,097,-2.8333333333333335
sm1,pnsize,tlkh,-097,14.666666666666666
sm1,pnsize,ekbr3,049,-1.5
sm1,pnsize,svo,758,8.5
sm1,pnsize,saq1,10527,2.0
sm1,pnsize,ekbr3,049,0.16666666666666666
sm1,pnsize,svo,758,9.666666666666666
sm1,pnsize,tlkh,-097,14.166666666666666
sm1,pnsize,aq1,1678,8.333333333333334
sm1,pnsize,ekbr3,097,-2.1666666666666665
sm1,pnsize,tlv,2776,2.8333333333333335
sm1,pnsize,ekbr3,049,4.166666666666667
sm1,pnsize,svo,758,8.666666666666666
sm1,pnsize,tlv,2776,5.166666666666667
sm1,pnsize,ekbr3,049,-1.5
sm1,pnsize,svo,758,8.0
sm1,pnsize,tlv,13878,11.5
sm1,pnsize,ekbr3,049,-3.6666666666666665
sm1,pnsize,svo,959,9.833333333333334
sm1,pnsize,saq1,10527,2.8333333333333335
sm1,pnsize,ekbr3,049,0.0
sm1,pnsize,svo,959,10.0
sm1,pnsize,tlkh,-097,14.0
sm1,pnsize,nusa,322,-0.6666666666666666
sm1,pnsize,svo,1765,6.833333333333333
sm1,pnsize,saq1,17479,8.833333333333334
sm1,pnsize,aq1,1678,10.833333333333334
sm1,pnsize,ekbr3,146,3.8333333333333335
sm1,pnsize,nusa,211,5.333333333333333
sm1,pnsize,nusa,322,2.8333333333333335
sm1,pnsize,svo,1765,5.833333333333333
sm1,pnsize,tlkh,437,3.3333333333333335
sm1,pnsize,aq1,1678,7.333333333333333
sm1,pnsize,ekbr3,146,2.8333333333333335
sm1,pnsize,rt5v,00,0.8333333333333334
sm1,pnsize,aq1,1678,9.166666666666666
sm1,pnsize,ekbr3,146,-0.3333333333333333
sm1,pnsize,rt5v,023,3.1666666666666665
sm1,pnsize,aq1,10,2.0
sm1,pnsize,ekbr3,00,2.5
sm1,pnsize,svo,355,4.5
sm1,pnsize,ekbr3,049,0.16666666666666666
sm1,pnsize,svo,1161,-0.3333333333333333
sm1,pnsize,tlv,13878,8.166666666666666
sm1,pnsize,aq1,1678,9.166666666666666
sm1,pnsize,ekbr3,146,-0.3333333333333333
sm1,pnsize,svo,758,9.166666666666666
sm1,pnsize,aq1,1678,9.666666666666666
sm1,pnsize,ekbr3,146,-1.3333333333333333
sm1,pnsize,svo,1765,6.666666666666667
sm1,pnsize,ekbr3,049,2.8333333333333335
sm1,pnsize,svo,1362,1.8333333333333333
sm1,pnsize,tlv,2776,3.3333333333333335
sm1,pnsize,ekbr3,049,0.16666666666666666
sm1,pnsize,svo,1362,-0.3333333333333333
sm1,pnsize,tlv,13878,8.166666666666666
sm1,pnsize,aq1,1678,15.5
sm1,pnsize,ekbr3,146,5.0
sm1,pnsize,saq1,10527,3.5
sm1,pnsize,ekbr3,049,0.8333333333333334
sm1,pnsize,svo,1563,8.333333333333334
sm1,pnsize,tlkh,-097,14.833333333333334
sm1,pnsize,aq1,1678,9.833333333333334
sm1,pnsize,ekbr3,146,-0.16666666666666666
sm1,pnsize,tlkh,-097,14.333333333333334
sm1,pnsize,ekbr3,049,0.16666666666666666
sm1,pnsize,svo,1563,5.166666666666667
sm1,pnsize,tlkh,437,3.6666666666666665
sm1,pnsize,rt5v,00,-4.333333333333333
sm1,pnsize,svo,1765,4.166666666666667
sm1,pnsize,tlkh,-097,9.166666666666666
sm1,pnsize,aq1,10,1.8333333333333333
sm1,pnsize,ekbr3,146,3.3333333333333335
sm1,pnsize,tlv,2776,4.833333333333333
sm1,pnsize,aq1,1678,11.333333333333334
sm1,pnsize,ekbr3,146,1.8333333333333333
sm1,pnsize,tlv,2776,3.8333333333333335
sm1,pnsize,aq1,1678,4.666666666666667
sm1,pnsize,ekbr3,146,1.1666666666666667
sm1,pnsize,tlv,5551,7.166666666666667
sm1,pnsize,ekbr3,049,1.0
sm1,pnsize,svo,1765,6.5
sm1,pnsize,tlkh,437,4.5
sm1,pnsize,aq1,12727,3.6666666666666665
sm1,pnsize,svo,1765,2.6666666666666665
sm1,pnsize,saq1,17479,8.666666666666666
sm1,pnsize,ekbr3,049,-1.0
sm1,pnsize,tlkh,-097,13.0
sm1,pnsize,tlv,13878,12.0
sm1,pnsize,aq1,1678,7.833333333333333
sm1,pnsize,ekbr3,243,9.833333333333334
sm1,pnsize,svo,355,-9.666666666666666
sm1,pnsize,aq1,1678,8.833333333333334
sm1,pnsize,ekbr3,243,7.833333333333333
sm1,pnsize,svo,758,1.3333333333333333
sm1,pnsize,nusa,322,-0.5
sm1,pnsize,saq1,17479,8.5
sm1,pnsize,tlkh,437,4.0
sm1,pnsize,aq1,12727,5.0
sm1,pnsize,svo,1765,7.5
sm1,pnsize,tlkh,-097,11.5
sm1,pnsize,svo,1362,-1.5
sm1,pnsize,tlkh,-097,11.5
sm1,pnsize,tlv,2776,-2.0
sm1,pnsize,ekbr3,097,2.6666666666666665
sm1,pnsize,nusa,211,4.666666666666667
sm1,pnsize,svo,154,1.6666666666666667
sm1,pnsize,ekbr3,097,3.6666666666666665
sm1,pnsize,nusa,211,4.666666666666667
sm1,pnsize,svo,355,0.6666666666666666
sm1,pnsize,ekbr3,097,-1.3333333333333333
sm1,pnsize,nusa,211,4.666666666666667
sm1,pnsize,svo,758,5.666666666666667
sm1,pnsize,aq1,1678,7.666666666666667
sm1,pnsize,ekbr3,243,8.166666666666666
sm1,pnsize,tlv,16654,-4.833333333333333
sm1,pnsize,ekbr3,097,1.8333333333333333
sm1,pnsize,nusa,211,2.8333333333333335
sm1,pnsize,svo,959,4.333333333333333
sm1,pnsize,ekbr3,097,3.6666666666666665
sm1,pnsize,nusa,211,4.666666666666667
sm1,pnsize,svo,1161,0.6666666666666666
sm1,pnsize,ekbr3,097,3.1666666666666665
sm1,pnsize,nusa,211,4.666666666666667
sm1,pnsize,svo,1362,0.16666666666666666
sm1,pnsize,ekbr3,097,1.1666666666666667
sm1,pnsize,nusa,211,2.6666666666666665
sm1,pnsize,svo,1765,5.166666666666667
sm1,pnsize,aq1,12727,5.666666666666667
sm1,pnsize,svo,1765,4.666666666666667
sm1,pnsize,tlkh,437,1.6666666666666667
sm1,pnsize,ekbr3,097,2.6666666666666665
sm1,pnsize,nusa,211,5.666666666666667
sm1,pnsize,tlkh,437,3.6666666666666665
sm1,pnsize,ekbr3,097,3.8333333333333335
sm1,pnsize,nusa,211,4.333333333333333
sm1,pnsize,tlv,2776,1.8333333333333333
sm1,pnsize,ekbr3,097,0.3333333333333333
sm1,pnsize,nusa,322,4.333333333333333
sm1,pnsize,svo,154,4.333333333333333
sm1,pnsize,ekbr3,097,3.6666666666666665
sm1,pnsize,nusa,322,2.6666666666666665
sm1,pnsize,svo,1161,1.6666666666666667
sm1,pnsize,ekbr3,097,3.1666666666666665
sm1,pnsize,nusa,322,2.6666666666666665
sm1,pnsize,svo,1765,8.166666666666666
sm1,pnsize,aq1,10,3.0
sm1,pnsize,ekbr3,00,-4.5
sm1,pnsize,svo,758,10.5
sm1,pnsize,ekbr3,097,0.16666666666666666
sm1,pnsize,nusa,433,1.6666666666666667
sm1,pnsize,rt5v,00,4.166666666666667
sm1,pnsize,ekbr3,097,-2.0
sm1,pnsize,nusa,433,3.5
sm1,pnsize,svo,154,4.5
sm1,pnsize,ekbr3,097,2.6666666666666665
sm1,pnsize,nusa,433,3.1666666666666665
sm1,pnsize,svo,355,3.1666666666666665
sm1,pnsize,ekbr3,097,-2.3333333333333335
sm1,pnsize,nusa,433,3.1666666666666665
sm1,pnsize,svo,758,8.166666666666666
sm1,pnsize,ekbr3,097,3.1666666666666665
sm1,pnsize,nusa,433,4.166666666666667
sm1,pnsize,svo,1362,3.6666666666666665
sm1,pnsize,ekbr3,097,0.8333333333333334
sm1,pnsize,nusa,433,1.8333333333333333
sm1,pnsize,svo,1765,8.333333333333334
sm1,pnsize,ekbr3,097,-5.166666666666667
sm1,pnsize,nusa,433,8.333333333333334
sm1,pnsize,saq1,10527,5.833333333333333
sm1,pnsize,ekbr3,097,1.8333333333333333
sm1,pnsize,nusa,433,6.333333333333333
sm1,pnsize,tlkh,-097,15.833333333333334
sm1,pnsize,ekbr3,097,2.1666666666666665
sm1,pnsize,nusa,433,2.6666666666666665
sm1,pnsize,tlv,2776,4.166666666666667
sm1,pnsize,rt5v,00,5.166666666666667
sm1,pnsize,saq1,27906,4.166666666666667
sm1,pnsize,tlv,2776,4.666666666666667
sm1,pnsize,ekbr3,243,10.0
sm1,pnsize,svo,355,-3.5
sm1,pnsize,tlv,16654,1.5
sm1,pnsize,rt5v,00,-1.5
sm1,pnsize,tlkh,-097,7.5
sm1,pnsize,tlv,2776,3.0
sm1,pnsize,ekbr3,243,10.333333333333334
sm1,pnsize,svo,758,6.333333333333333
sm1,pnsize,tlv,16654,1.3333333333333333
sm1,pnsize,aq1,10,2.5
sm1,pnsize,ekbr3,00,-5.0
sm1,pnsize,svo,959,10.5
sm1,pnsize,nusa,433,8.5
sm1,pnsize,rt5v,00,3.5
sm1,pnsize,svo,154,6.0
sm1,pnsize,nusa,433,4.5
sm1,pnsize,rt5v,00,4.0
sm1,pnsize,svo,355,0.5
sm1,pnsize,nusa,433,4.5
sm1,pnsize,rt5v,00,0.5
sm1,pnsize,svo,1765,4.0
sm1,pnsize,nusa,433,8.333333333333334
sm1,pnsize,rt5v,00,2.8333333333333335
sm1,pnsize,tlkh,-097,12.833333333333334
sm1,pnsize,nusa,433,3.0
sm1,pnsize,rt5v,00,5.0
sm1,pnsize,tlv,2776,3.0
sm1,pnsize,ekbr3,097,3.8333333333333335
sm1,pnsize,rt5v,00,3.8333333333333335
sm1,pnsize,svo,355,1.3333333333333333
sm1,pnsize,ekbr3,097,2.1666666666666665
sm1,pnsize,rt5v,00,2.1666666666666665
sm1,pnsize,svo,758,4.666666666666667
sm1,pnsize,ekbr3,097,2.0
sm1,pnsize,rt5v,00,2.0
sm1,pnsize,svo,959,5.0
sm1,pnsize,ekbr3,097,3.6666666666666665
sm1,pnsize,rt5v,00,0.6666666666666666
sm1,pnsize,svo,1765,4.666666666666667
sm1,pnsize,ekbr3,097,2.3333333333333335
sm1,pnsize,rt5v,00,4.833333333333333
sm1,pnsize,tlv,2776,3.8333333333333335
sm1,pnsize,aq1,7992,17.666666666666668
sm1,pnsize,ekbr3,00,-3.3333333333333335
sm1,pnsize,svo,1563,9.666666666666666
sm1,pnsize,ekbr3,097,3.0
sm1,pnsize,rt5v,023,5.0
sm1,pnsize,svo,1161,3.0
sm1,pnsize,ekbr3,097,2.8333333333333335
sm1,pnsize,rt5v,023,5.333333333333333
sm1,pnsize,svo,1362,2.8333333333333335
sm1,pnsize,ekbr3,097,5.166666666666667
sm1,pnsize,rt5v,023,8.666666666666666
sm1,pnsize,saq1,10527,4.166666666666667
sm1,pnsize,aq1,1678,10.0
sm1,pnsize,nusa,211,-0.5
sm1,pnsize,svo,154,1.5
sm1,pnsize,aq1,1678,8.0
sm1,pnsize,nusa,211,2.5
sm1,pnsize,svo,355,-2.5
sm1,pnsize,ekbr3,097,2.8333333333333335
sm1,pnsize,rt5v,023,4.333333333333333
sm1,pnsize,tlv,2776,3.8333333333333335
sm1,pnsize,aq1,1678,11.0
sm1,pnsize,nusa,211,2.5
sm1,pnsize,svo,758,10.5
sm1,pnsize,aq1,1678,12.5
sm1,pnsize,nusa,211,2.5
sm1,pnsize,svo,1765,9.0
sm1,pnsize,aq1,1678,14.0
sm1,pnsize,nusa,211,3.5
sm1,pnsize,saq1,7052,5.5
sm1,pnsize,aq1,1678,6.166666666666667
sm1,pnsize,nusa,211,-1.3333333333333333
sm1,pnsize,saq1,17479,11.166666666666666
sm1,pnsize,aq1,1678,10.0
sm1,pnsize,nusa,211,-1.5
sm1,pnsize,tlkh,-097,11.5
sm1,pnsize,aq1,1678,8.0
sm1,pnsize,nusa,211,2.5
sm1,pnsize,tlkh,437,1.5
sm1,pnsize,aq1,1678,14.833333333333334
sm1,pnsize,nusa,211,4.833333333333333
sm1,pnsize,tlv,2776,5.333333333333333
sm1,pnsize,aq1,1678,10.666666666666666
sm1,pnsize,nusa,211,-2.3333333333333335
sm1,pnsize,tlv,11103,4.666666666666667
sm1,pnsize,aq1,1678,12.166666666666666
sm1,pnsize,nusa,211,1.1666666666666667
sm1,pnsize,tlv,16654,2.6666666666666665
sm1,pnsize,aq1,7992,17.5
sm1,pnsize,ekbr3,00,-3.5
sm1,pnsize,svo,1765,10.0
sm1,pnsize,aq1,1678,6.0
sm1,pnsize,nusa,433,2.0
sm1,pnsize,rt5v,00,0.0
sm1,pnsize,aq1,1678,7.833333333333333
sm1,pnsize,nusa,433,0.8333333333333334
sm1,pnsize,svo,154,4.333333333333333
sm1,pnsize,aq1,1678,7.833333333333333
sm1,pnsize,nusa,433,1.8333333333333333
sm1,pnsize,svo,355,-1.6666666666666667
sm1,pnsize,aq1,1678,10.833333333333334
sm1,pnsize,nusa,433,1.8333333333333333
sm1,pnsize,svo,758,11.333333333333334
sm1,pnsize,aq1,1678,14.0
sm1,pnsize,nusa,433,0.0
sm1,pnsize,svo,959,10.0
sm1,pnsize,aq1,1678,8.0
sm1,pnsize,nusa,433,-2.5
sm1,pnsize,svo,1765,5.5
sm1,pnsize,aq1,1678,8.0
sm1,pnsize,nusa,433,-5.0
sm1,pnsize,saq1,17479,9.0
sm1,pnsize,aq1,1678,14.333333333333334
sm1,pnsize,nusa,433,0.8333333333333334
sm1,pnsize,saq1,2443,8.833333333333334
sm1,pnsize,aq1,1678,9.333333333333334
sm1,pnsize,nusa,433,-0.6666666666666666
sm1,pnsize,tlv,2776,1.3333333333333333
sm1,pnsize,aq1,1678,6.333333333333333
sm1,pnsize,nusa,433,0.8333333333333334
sm1,pnsize,tlv,5551,6.833333333333333
sm1,pnsize,ekbr3,097,-3.1666666666666665
sm1,pnsize,svo,154,1.8333333333333333
sm1,pnsize,tlkh,-097,10.333333333333334
sm1,pnsize,ekbr3,097,4.166666666666667
sm1,pnsize,svo,355,3.6666666666666665
sm1,pnsize,saq1,10527,1.1666666666666667
sm1,pnsize,ekbr3,097,3.1666666666666665
sm1,pnsize,svo,355,3.6666666666666665
sm1,pnsize,saq1,27906,5.166666666666667
sm1,pnsize,ekbr3,097,1.5
sm1,pnsize,svo,758,12.0
sm1,pnsize,saq1,10527,4.5
sm1,pnsize,ekbr3,097,1.5
sm1,pnsize,svo,758,10.0
sm1,pnsize,saq1,27906,6.5
sm1,pnsize,ekbr3,097,4.5
sm1,pnsize,svo,758,8.5
sm1,pnsize,tlv,2776,5.0
sm1,pnsize,ekbr3,097,-3.0
sm1,pnsize,svo,959,11.0
sm1,pnsize,saq1,10527,3.0
sm1,pnsize,ekbr3,097,-2.6666666666666665
sm1,pnsize,svo,959,9.333333333333334
sm1,pnsize,saq1,27906,5.333333333333333
sm1,pnsize,ekbr3,097,0.3333333333333333
sm1,pnsize,svo,959,9.833333333333334
sm1,pnsize,tlkh,-097,13.833333333333334
sm1,pnsize,ekbr3,097,0.8333333333333334
sm1,pnsize,svo,959,7.333333333333333
sm1,pnsize,tlkh,437,3.8333333333333335
sm1,pnsize,ekbr3,097,2.1666666666666665
sm1,pnsize,svo,1161,6.166666666666667
sm1,pnsize,tlkh,-097,15.666666666666666
sm1,pnsize,ekbr3,097,2.6666666666666665
sm1,pnsize,svo,1161,3.6666666666666665
sm1,pnsize,tlkh,437,5.666666666666667
sm1,pnsize,nusa,433,9.166666666666666
sm1,pnsize,svo,154,-1.3333333333333333
sm1,pnsize,saq1,10527,3.1666666666666665
sm1,pnsize,ekbr3,097,3.0
sm1,pnsize,svo,1362,1.5
sm1,pnsize,tlv,2776,3.5
sm1,pnsize,nusa,433,3.0
sm1,pnsize,svo,154,5.0
sm1,pnsize,saq1,2443,3.0
sm1,pnsize,aq1,10,2.1666666666666665
sm1,pnsize,ekbr3,00,-1.3333333333333333
sm1,pnsize,nusa,211,7.166666666666667
sm1,pnsize,nusa,433,4.833333333333333
sm1,pnsize,svo,154,5.333333333333333
sm1,pnsize,tlv,2776,0.8333333333333334
sm1,pnsize,ekbr3,097,2.0
sm1,pnsize,svo,1765,9.5
sm1,pnsize,tlkh,-097,12.5
sm1,pnsize,ekbr3,097,2.5
sm1,pnsize,svo,1765,7.0
sm1,pnsize,tlkh,437,2.5
sm1,pnsize,nusa,433,7.833333333333333
sm1,pnsize,svo,355,-6.166666666666667
sm1,pnsize,saq1,10527,4.333333333333333
sm1,pnsize,nusa,433,0.8333333333333334
sm1,pnsize,svo,355,6.333333333333333
sm1,pnsize,saq1,17479,16.833333333333332
sm1,pnsize,nusa,433,1.6666666666666667
sm1,pnsize,svo,355,1.1666666666666667
sm1,pnsize,saq1,2443,5.166666666666667
sm1,pnsize,nusa,433,3.6666666666666665
sm1,pnsize,svo,355,2.1666666666666665
sm1,pnsize,tlkh,437,6.166666666666667
sm1,pnsize,nusa,433,4.166666666666667
sm1,pnsize,svo,355,2.6666666666666665
sm1,pnsize,tlv,2776,4.166666666666667
sm1,pnsize,ekbr3,097,1.6666666666666667
sm1,pnsize,saq1,10527,0.6666666666666666
sm1,pnsize,tlkh,-097,12.666666666666666
sm1,pnsize,nusa,433,7.833333333333333
sm1,pnsize,svo,758,4.833333333333333
sm1,pnsize,saq1,10527,5.333333333333333
sm1,pnsize,nusa,433,1.6666666666666667
sm1,pnsize,svo,758,11.166666666666666
sm1,pnsize,saq1,2443,5.166666666666667
sm1,pnsize,ekbr3,097,2.5
sm1,pnsize,tlkh,437,4.0
sm1,pnsize,tlv,2776,3.5
sm1,pnsize,nusa,433,3.6666666666666665
sm1,pnsize,svo,758,7.166666666666667
sm1,pnsize,tlkh,437,1.1666666666666667
sm1,pnsize,nusa,433,3.5
sm1,pnsize,svo,758,7.0
sm1,pnsize,tlv,2776,-1.5
sm1,pnsize,nusa,433,6.0
sm1,pnsize,svo,959,6.5
sm1,pnsize,saq1,10527,11.5
sm1,pnsize,nusa,433,-0.16666666666666666
sm1,pnsize,svo,959,12.833333333333334
sm1,pnsize,saq1,2443,11.333333333333334
sm1,pnsize,nusa,433,2.0
sm1,pnsize,svo,959,7.0
sm1,pnsize,tlkh,-097,15.0
sm1,pnsize,ekbr3,146,5.166666666666667
sm1,pnsize,nusa,211,2.1666666666666665
sm1,pnsize,svo,154,3.6666666666666665
sm1,pnsize,ekbr3,146,6.333333333333333
sm1,pnsize,nusa,211,4.833333333333333
sm1,pnsize,svo,355,2.8333333333333335
sm1,pnsize,ekbr3,146,3.5
sm1,pnsize,nusa,211,4.5
sm1,pnsize,svo,758,10.0
sm1,pnsize,ekbr3,146,3.5
sm1,pnsize,nusa,211,4.5
sm1,pnsize,svo,1362,0.0
sm1,pnsize,ekbr3,146,3.5
sm1,pnsize,nusa,211,4.5
sm1,pnsize,svo,1765,7.0
sm1,pnsize,ekbr3,146,-3.0
sm1,pnsize,nusa,211,4.0
sm1,pnsize,saq1,17479,9.0
sm1,pnsize,ekbr3,146,5.666666666666667
sm1,pnsize,nusa,211,4.166666666666667
sm1,pnsize,tlkh,-097,14.166666666666666
sm1,pnsize,ekbr3,146,5.333333333333333
sm1,pnsize,nusa,211,4.833333333333333
sm1,pnsize,tlv,2776,2.8333333333333335
sm1,pnsize,ekbr3,146,6.833333333333333
sm1,pnsize,nusa,322,4.333333333333333
sm1,pnsize,rt5v,023,2.8333333333333335
sm1,pnsize,nusa,433,0.8333333333333334
sm1,pnsize,svo,1362,-1.6666666666666667
sm1,pnsize,saq1,17479,8.833333333333334
sm1,pnsize,nusa,433,3.5
sm1,pnsize,svo,1362,1.5
sm1,pnsize,tlv,2776,3.0
sm1,pnsize,ekbr3,146,4.833333333333333
sm1,pnsize,nusa,322,4.333333333333333
sm1,pnsize,tlkh,437,2.8333333333333335
sm1,pnsize,nusa,433,1.0
sm1,pnsize,svo,1362,-1.5
sm1,pnsize,tlv,5551,8.5
sm1,pnsize,aq1,10,2.8333333333333335
sm1,pnsize,ekbr3,00,-4.166666666666667
sm1,pnsize,saq1,10,11.333333333333334
sm1,pnsize,aq1,1678,7.833333333333333
sm1,pnsize,rt5v,00,1.3333333333333333
sm1,pnsize,svo,355,-0.16666666666666666
sm1,pnsize,aq1,1678,8.666666666666666
sm1,pnsize,rt5v,00,-5.833333333333333
sm1,pnsize,svo,959,6.166666666666667
sm1,pnsize,nusa,433,0.8333333333333334
sm1,pnsize,svo,1765,5.333333333333333
sm1,pnsize,saq1,17479,8.833333333333334
sm1,pnsize,nusa,433,3.8333333333333335
sm1,pnsize,svo,1765,6.833333333333333
sm1,pnsize,tlkh,-097,13.333333333333334
sm1,pnsize,aq1,1678,7.333333333333333
sm1,pnsize,rt5v,00,-0.6666666666666666
sm1,pnsize,tlv,2776,3.3333333333333335
sm1,pnsize,nusa,433,3.6666666666666665
sm1,pnsize,svo,1765,5.666666666666667
sm1,pnsize,tlkh,437,2.6666666666666665
sm1,pnsize,rt5v,00,2.8333333333333335
sm1,pnsize,svo,355,1.3333333333333333
sm1,pnsize,saq1,27906,4.833333333333333
sm1,pnsize,rt5v,00,-3.1666666666666665
sm1,pnsize,svo,355,1.8333333333333333
sm1,pnsize,tlkh,-097,10.333333333333334
sm1,pnsize,rt5v,00,4.0
sm1,pnsize,svo,355,0.5
